Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-01-01 00:00:00+05:30,49.56341848530849,55.34211301722787,47.17637190776498,48.25432205200195,1367035340,0.0,0.0
2022-02-01 00:00:00+05:30,49.11445841584792,56.22892272900272,47.434192360574436,54.264163970947266,1889176480,0.0,0.0
2022-03-01 00:00:00+05:30,54.26416099873642,60.72074469739551,54.16637055879465,58.10699462890625,2079333860,0.0,0.0
2022-04-01 00:00:00+05:30,58.23146059578845,61.640889573992325,53.80409193760861,56.50007629394531,1188146110,0.0,0.0
2022-05-01 00:00:00+05:30,55.875530861730226,59.12049152769723,44.08699524630943,46.92522430419922,2134457770,0.0,0.0
2022-06-01 00:00:00+05:30,47.36307198166347,48.5765959652363,36.76138710611069,38.54167175292969,1967885540,56.1,0.0
2022-07-01 00:00:00+05:30,86.69499969482422,109.30000305175781,83.80500030517578,107.5999984741211,1909630961,0.0,10.0
2022-08-01 00:00:00+05:30,110.5,113.69999694824219,103.25,108.30000305175781,1342998394,0.0,0.0
2022-09-01 00:00:00+05:30,107.0,110.4000015258789,95.0,99.30000305175781,1444889552,0.0,0.0
2022-10-01 00:00:00+05:30,99.5999984741211,104.6500015258789,98.0,101.55000305175781,732761912,0.0,0.0
2022-11-01 00:00:00+05:30,98.55000305175781,110.0,98.55000305175781,107.6500015258789,927549504,0.0,0.0
2022-12-01 00:00:00+05:30,108.69999694824219,116.0999984741211,101.6500015258789,112.6500015258789,1033218889,0.0,0.0
2023-01-01 00:00:00+05:30,114.4000015258789,124.30000305175781,113.75,122.94999694824219,865656179,0.0,0.0
